755 185.52515 47.75000 58598.34589 21.65000 299 0.01104 1.15266 g -1
754 176.10046 47.75000 58598.34948 21.65000 299 0.00782 1.25052 g -1
756 194.94985 47.75000 58598.35307 21.65000 299 0.00697 1.10797 g -1
789 180.37888 54.95000 58598.35666 21.65000 299 0.00556 1.25683 g -1
715 183.63319 40.55000 58598.36024 21.65000 299 0.00533 1.20638 g -1
755 185.52515 47.75000 58598.36325 21.65000 299 0.01104 1.20539 r -1
754 176.10046 47.75000 58598.36684 21.65000 299 0.00782 1.32734 r -1
756 194.94985 47.75000 58598.37043 21.65000 299 0.00697 1.14861 r -1
789 180.37888 54.95000 58598.37402 21.65000 299 0.00556 1.32077 r -1
715 183.63319 40.55000 58598.37760 21.65000 299 0.00533 1.28263 r -1
755 185.52515 47.75000 58598.38061 21.65000 299 0.01104 1.27130 g -1
754 176.10046 47.75000 58598.38420 21.65000 299 0.00782 1.42257 g -1
756 194.94985 47.75000 58598.38779 21.65000 299 0.00697 1.20029 g -1
789 180.37888 54.95000 58598.39138 21.65000 299 0.00556 1.39873 g -1
715 183.63319 40.55000 58598.39497 21.65000 299 0.00533 1.37870 g -1
