624 181.02743 26.15000 58598.34589 21.65000 299 0.20975 1.21808 g -1
672 188.32336 33.35000 58598.34948 21.65000 299 0.18270 1.13085 g -1
574 173.27093 18.95000 58598.35307 21.65000 299 0.11659 1.45350 g -1
523 172.22467 11.75000 58598.35666 21.65000 299 0.11529 1.63079 g -1
471 171.72467 4.55000 58598.36024 21.65000 299 0.06904 1.87627 g -1
575 180.32410 18.95000 58598.36383 21.65000 299 0.04761 1.38788 g -1
671 180.47007 33.35000 58598.36742 21.65000 299 0.04364 1.29712 g -1
716 192.25000 40.55000 58598.37101 21.65000 299 0.03924 1.15966 g -1
717 200.86681 40.55000 58598.37459 21.65000 299 0.02345 1.10227 g -1
634 255.84457 26.15000 58598.37818 21.65000 299 0.02695 1.07648 g -1
420 170.98000 -2.65000 58599.14184 21.65000 299 0.02641 1.35048 g -1
624 181.02743 26.15000 58599.14253 21.65000 299 0.20975 1.14820 r -1
672 188.32336 33.35000 58599.14612 21.65000 299 0.18270 1.18411 r -1
574 173.27093 18.95000 58599.14971 21.65000 299 0.11659 1.10231 r -1
523 172.22467 11.75000 58599.15330 21.65000 299 0.11529 1.13862 r -1
471 171.72467 4.55000 58599.15688 21.65000 299 0.06904 1.20146 r -1
575 180.32410 18.95000 58599.16047 21.65000 299 0.04761 1.12451 r -1
671 180.47007 33.35000 58599.16406 21.65000 299 0.04364 1.06801 r -1
716 192.25000 40.55000 58599.16765 21.65000 299 0.03924 1.14074 r -1
717 200.86681 40.55000 58599.17123 21.65000 299 0.02345 1.21083 r -1
420 170.98000 -2.65000 58599.17482 21.65000 299 0.02641 1.26303 r -1
634 255.84457 26.15000 58599.24658 21.65000 299 0.02695 2.01508 r -1
624 181.02743 26.15000 58599.24728 21.65000 299 0.20975 1.01091 g -1
672 188.32336 33.35000 58599.25086 21.65000 299 0.18270 1.00015 g -1
574 173.27093 18.95000 58599.25445 21.65000 299 0.11659 1.06322 g -1
523 172.22467 11.75000 58599.25804 21.65000 299 0.11529 1.12217 g -1
471 171.72467 4.55000 58599.26163 21.65000 299 0.06904 1.20700 g -1
575 180.32410 18.95000 58599.26522 21.65000 299 0.04761 1.05175 g -1
671 180.47007 33.35000 58599.26880 21.65000 299 0.04364 1.01868 g -1
716 192.25000 40.55000 58599.27239 21.65000 299 0.03924 1.00842 g -1
717 200.86681 40.55000 58599.27598 21.65000 299 0.02345 1.00982 g -1
634 255.84457 26.15000 58599.27957 21.65000 299 0.02695 1.57141 g -1
420 170.98000 -2.65000 58599.28316 21.65000 299 0.02641 1.40575 g -1
