fieldid,ra,dec,time,limmag,exptime,prob,airmass,filt,success
782,103.90195,54.95,59886.48433,21.65,299,0.0052,1.07843,ztfi,-1
813,100.0,62.15,59886.48792,21.65,299,0.00496,1.1409,ztfi,-1
835,42.85714,69.35,59886.4915,21.65,299,0.00473,1.48658,ztfi,-1
1813,54.98986,58.55,59886.49509,21.65,299,0.00299,1.30225,ztfi,-1
748,119.55231,47.75,59886.49868,21.65,299,0.00389,1.05754,ztfi,-1
707,114.69867,40.55,59886.50227,21.65,299,0.00329,1.01848,ztfi,-1
406,71.99519,-2.65,59886.50586,21.65,299,0.00435,1.49478,ztfi,-1
305,79.52832,-17.05,59886.50944,21.65,299,0.00355,1.82696,ztfi,-1
1500,49.97692,8.15,59886.51303,21.65,299,0.00211,1.94931,ztfi,-1
1843,68.79756,65.75,59886.51662,21.65,299,0.00242,1.3127,ztfi,-1
1842,53.87953,65.75,59886.52021,21.65,299,0.00184,1.45133,ztfi,-1
