640 300.75680 26.15000 58598.37101 21.65000 299 0.03465 2.06349 g -1
540 291.93112 11.75000 58598.37459 21.65000 299 0.03379 1.96942 g -1
687 306.08789 33.35000 58598.37818 21.65000 299 0.03316 2.01580 g -1
591 296.12691 18.95000 58598.38177 21.65000 299 0.02771 1.84652 g -1
730 312.82187 40.55000 58598.38536 21.65000 299 0.02209 2.04333 g -1
541 298.91537 11.75000 58598.38895 21.65000 299 0.06712 2.06129 g -1
489 295.13032 4.55000 58598.39253 21.65000 299 0.11373 2.05111 g -1
592 303.37673 18.95000 58598.39612 21.65000 299 0.10157 1.93779 g -1
641 308.28240 26.15000 58598.39971 21.65000 299 0.09900 1.92511 g -1
688 313.87167 33.35000 58598.40330 21.65000 299 0.05785 1.95684 g -1
769 322.06455 47.75000 58598.40689 21.65000 299 0.01786 1.96193 g -1
731 321.31160 40.55000 58598.41047 21.65000 299 0.04587 2.01778 g -1
437 291.41827 -2.65000 58598.41406 21.65000 299 0.00959 1.81498 g -1
770 332.10164 47.75000 58598.42841 21.65000 299 0.02494 2.05036 g -1
803 335.18412 54.95000 58598.43200 21.65000 299 0.00561 1.98288 g -1
804 345.77437 54.95000 58598.45712 21.65000 299 0.00523 2.03469 g -1
310 114.91235 -17.05000 58599.14184 21.65000 299 0.00958 1.96649 g -1
310 114.91235 -17.05000 58599.14253 21.65000 299 0.00958 1.97388 r -1
