fieldid,ra,dec,time,limmag,exptime,prob,airmass,filt,success,ccdid
855,36.0,76.55,59884.07819,20.730120753613946,299,0.04633,1.81218,g,-1,1
855,36.0,76.55,59884.07819,23.337700415848765,299,0.04633,1.81218,g,-1,2
855,36.0,76.55,59884.07819,18.843278320969336,299,0.04633,1.81218,g,-1,3
855,36.0,76.55,59884.07819,22.403255555722364,299,0.04633,1.81218,g,-1,4
855,36.0,76.55,59884.07819,21.031820308547516,299,0.04633,1.81218,g,-1,5
855,36.0,76.55,59884.07819,21.855623077759002,299,0.04633,1.81218,g,-1,6
855,36.0,76.55,59884.07819,20.3705340826447,299,0.04633,1.81218,g,-1,7
855,36.0,76.55,59884.07819,22.2935381302294,299,0.04633,1.81218,g,-1,8
855,36.0,76.55,59884.07819,22.20714826308296,299,0.04633,1.81218,g,-1,9
855,36.0,76.55,59884.07819,21.469035098575368,299,0.04633,1.81218,g,-1,10
855,36.0,76.55,59884.07819,21.147169699801506,299,0.04633,1.81218,g,-1,11
855,36.0,76.55,59884.07819,21.229214117288905,299,0.04633,1.81218,g,-1,12
855,36.0,76.55,59884.07819,21.285222842989388,299,0.04633,1.81218,g,-1,13
855,36.0,76.55,59884.07819,20.633267866623285,299,0.04633,1.81218,g,-1,14
855,36.0,76.55,59884.07819,20.432684458004605,299,0.04633,1.81218,g,-1,15
855,36.0,76.55,59884.07819,20.08442455404299,299,0.04633,1.81218,g,-1,16
854,12.0,76.55,59884.08178,19.60091000167048,299,0.03372,1.58038,g,-1,1
854,12.0,76.55,59884.08178,22.922361876345768,299,0.03372,1.58038,g,-1,2
854,12.0,76.55,59884.08178,22.758281965053097,299,0.03372,1.58038,g,-1,3
854,12.0,76.55,59884.08178,20.131238554640692,299,0.03372,1.58038,g,-1,4
854,12.0,76.55,59884.08178,20.840516325612246,299,0.03372,1.58038,g,-1,5
854,12.0,76.55,59884.08178,19.851992063367415,299,0.03372,1.58038,g,-1,6
854,12.0,76.55,59884.08178,21.33438228175786,299,0.03372,1.58038,g,-1,7
854,12.0,76.55,59884.08178,20.727021818445746,299,0.03372,1.58038,g,-1,8
854,12.0,76.55,59884.08178,20.575248955346243,299,0.03372,1.58038,g,-1,9
854,12.0,76.55,59884.08178,20.670552557086072,299,0.03372,1.58038,g,-1,10
854,12.0,76.55,59884.08178,21.3580541682898,299,0.03372,1.58038,g,-1,11
854,12.0,76.55,59884.08178,22.821088835774155,299,0.03372,1.58038,g,-1,12
854,12.0,76.55,59884.08178,20.764230600109336,299,0.03372,1.58038,g,-1,13
854,12.0,76.55,59884.08178,21.635092503371034,299,0.03372,1.58038,g,-1,14
854,12.0,76.55,59884.08178,20.809914049094814,299,0.03372,1.58038,g,-1,15
854,12.0,76.55,59884.08178,21.503338198276396,299,0.03372,1.58038,g,-1,16
868,348.0,76.55,59884.08537,19.881126807897466,299,0.01232,1.43953,g,-1,1
868,348.0,76.55,59884.08537,18.911965391972366,299,0.01232,1.43953,g,-1,2
868,348.0,76.55,59884.08537,23.13107135357216,299,0.01232,1.43953,g,-1,3
868,348.0,76.55,59884.08537,22.703302331539472,299,0.01232,1.43953,g,-1,4
868,348.0,76.55,59884.08537,21.520471424673016,299,0.01232,1.43953,g,-1,5
868,348.0,76.55,59884.08537,22.186605281776163,299,0.01232,1.43953,g,-1,6
868,348.0,76.55,59884.08537,20.174255788542798,299,0.01232,1.43953,g,-1,7
868,348.0,76.55,59884.08537,22.368692295391927,299,0.01232,1.43953,g,-1,8
868,348.0,76.55,59884.08537,22.010961555199284,299,0.01232,1.43953,g,-1,9
868,348.0,76.55,59884.08537,20.321809534261334,299,0.01232,1.43953,g,-1,10
868,348.0,76.55,59884.08537,21.395601363933576,299,0.01232,1.43953,g,-1,11
868,348.0,76.55,59884.08537,19.604060820533387,299,0.01232,1.43953,g,-1,12
868,348.0,76.55,59884.08537,20.81832897160271,299,0.01232,1.43953,g,-1,13
868,348.0,76.55,59884.08537,21.141112682604962,299,0.01232,1.43953,g,-1,14
868,348.0,76.55,59884.08537,18.94458319813459,299,0.01232,1.43953,g,-1,15
868,348.0,76.55,59884.08537,19.221258380940576,299,0.01232,1.43953,g,-1,16
852,334.28571,69.35,59884.08896,21.051218690117924,299,0.00698,1.26256,g,-1,1
852,334.28571,69.35,59884.08896,20.0352736587325,299,0.00698,1.26256,g,-1,2
852,334.28571,69.35,59884.08896,20.294933939866088,299,0.00698,1.26256,g,-1,3
852,334.28571,69.35,59884.08896,21.777893999978374,299,0.00698,1.26256,g,-1,4
852,334.28571,69.35,59884.08896,21.555814880838522,299,0.00698,1.26256,g,-1,5
852,334.28571,69.35,59884.08896,21.10835401249867,299,0.00698,1.26256,g,-1,6
852,334.28571,69.35,59884.08896,22.12673736250754,299,0.00698,1.26256,g,-1,7
852,334.28571,69.35,59884.08896,19.370520964807426,299,0.00698,1.26256,g,-1,8
852,334.28571,69.35,59884.08896,20.44621614751749,299,0.00698,1.26256,g,-1,9
852,334.28571,69.35,59884.08896,20.242017555583935,299,0.00698,1.26256,g,-1,10
852,334.28571,69.35,59884.08896,21.829821225154184,299,0.00698,1.26256,g,-1,11
852,334.28571,69.35,59884.08896,20.35596908462388,299,0.00698,1.26256,g,-1,12
852,334.28571,69.35,59884.08896,21.169218095631674,299,0.00698,1.26256,g,-1,13
852,334.28571,69.35,59884.08896,21.702634057620298,299,0.00698,1.26256,g,-1,14
852,334.28571,69.35,59884.08896,23.00718239452007,299,0.00698,1.26256,g,-1,15
852,334.28571,69.35,59884.08896,20.764167257241763,299,0.00698,1.26256,g,-1,16
835,42.85714,69.35,59884.09255,23.272932938338045,299,0.00597,1.87855,g,-1,1
