fieldid,ra,dec,time,limmag,exptime,prob,airmass,filt,success,ccdid
855,36.0,76.55,59884.07819,21.396315373805567,299,0.04633,1.81218,g,-1,1
855,36.0,76.55,59884.07819,19.487415065983264,299,0.04633,1.81218,g,-1,2
855,36.0,76.55,59884.07819,18.90470069142402,299,0.04633,1.81218,g,-1,3
855,36.0,76.55,59884.07819,22.05293673211897,299,0.04633,1.81218,g,-1,4
855,36.0,76.55,59884.07819,20.55518291601503,299,0.04633,1.81218,g,-1,5
855,36.0,76.55,59884.07819,21.528638067652565,299,0.04633,1.81218,g,-1,6
855,36.0,76.55,59884.07819,21.98248531183025,299,0.04633,1.81218,g,-1,7
855,36.0,76.55,59884.07819,22.5584015870901,299,0.04633,1.81218,g,-1,8
855,36.0,76.55,59884.07819,21.772135826118973,299,0.04633,1.81218,g,-1,9
855,36.0,76.55,59884.07819,20.874771282591855,299,0.04633,1.81218,g,-1,10
855,36.0,76.55,59884.07819,20.501522442064392,299,0.04633,1.81218,g,-1,11
855,36.0,76.55,59884.07819,18.694961540034406,299,0.04633,1.81218,g,-1,12
855,36.0,76.55,59884.07819,20.560065369023814,299,0.04633,1.81218,g,-1,13
855,36.0,76.55,59884.07819,22.931458835330545,299,0.04633,1.81218,g,-1,14
855,36.0,76.55,59884.07819,20.524892972132424,299,0.04633,1.81218,g,-1,15
855,36.0,76.55,59884.07819,21.661209784256243,299,0.04633,1.81218,g,-1,16
854,12.0,76.55,59884.08178,21.1111231438307,299,0.03372,1.58038,g,-1,1
854,12.0,76.55,59884.08178,20.19487709255931,299,0.03372,1.58038,g,-1,2
854,12.0,76.55,59884.08178,21.361227634441082,299,0.03372,1.58038,g,-1,3
854,12.0,76.55,59884.08178,22.23382734580886,299,0.03372,1.58038,g,-1,4
854,12.0,76.55,59884.08178,21.79130746835195,299,0.03372,1.58038,g,-1,5
854,12.0,76.55,59884.08178,22.409336681171098,299,0.03372,1.58038,g,-1,6
854,12.0,76.55,59884.08178,21.25821699982778,299,0.03372,1.58038,g,-1,7
854,12.0,76.55,59884.08178,20.594854456124086,299,0.03372,1.58038,g,-1,8
854,12.0,76.55,59884.08178,20.163690229297774,299,0.03372,1.58038,g,-1,9
854,12.0,76.55,59884.08178,21.418941582503145,299,0.03372,1.58038,g,-1,10
854,12.0,76.55,59884.08178,22.42923496767233,299,0.03372,1.58038,g,-1,11
854,12.0,76.55,59884.08178,19.121199557574318,299,0.03372,1.58038,g,-1,12
854,12.0,76.55,59884.08178,20.1502291828446,299,0.03372,1.58038,g,-1,13
854,12.0,76.55,59884.08178,21.83493797466162,299,0.03372,1.58038,g,-1,14
854,12.0,76.55,59884.08178,21.58523347776912,299,0.03372,1.58038,g,-1,15
854,12.0,76.55,59884.08178,20.48564208101732,299,0.03372,1.58038,g,-1,16
868,348.0,76.55,59884.08537,21.95999126250656,299,0.01232,1.43953,g,-1,1
868,348.0,76.55,59884.08537,20.947950416271933,299,0.01232,1.43953,g,-1,2
868,348.0,76.55,59884.08537,22.434131439451388,299,0.01232,1.43953,g,-1,3
868,348.0,76.55,59884.08537,22.049534781629035,299,0.01232,1.43953,g,-1,4
868,348.0,76.55,59884.08537,20.529352911968264,299,0.01232,1.43953,g,-1,5
