fieldid,ra,dec,time,limmag,exptime,prob,airmass,filt,success,ccdid
855,36.0,76.55,59884.07819,21.55985800312628,299,0.04633,1.81218,g,-1,1
855,36.0,76.55,59884.07819,21.98539969956498,299,0.04633,1.81218,g,-1,2
855,36.0,76.55,59884.07819,19.82748058194281,299,0.04633,1.81218,g,-1,3
855,36.0,76.55,59884.07819,21.315700168469313,299,0.04633,1.81218,g,-1,4
855,36.0,76.55,59884.07819,20.154627648833877,299,0.04633,1.81218,g,-1,5
855,36.0,76.55,59884.07819,21.212736881318264,299,0.04633,1.81218,g,-1,6
855,36.0,76.55,59884.07819,20.91186787484694,299,0.04633,1.81218,g,-1,7
855,36.0,76.55,59884.07819,21.00692069441192,299,0.04633,1.81218,g,-1,8
855,36.0,76.55,59884.07819,21.45644193979447,299,0.04633,1.81218,g,-1,9
855,36.0,76.55,59884.07819,21.244302976629964,299,0.04633,1.81218,g,-1,10
855,36.0,76.55,59884.07819,20.862112702626145,299,0.04633,1.81218,g,-1,11
855,36.0,76.55,59884.07819,21.854737751025105,299,0.04633,1.81218,g,-1,12
855,36.0,76.55,59884.07819,21.185809348225956,299,0.04633,1.81218,g,-1,13
855,36.0,76.55,59884.07819,20.100547197156377,299,0.04633,1.81218,g,-1,14
855,36.0,76.55,59884.07819,21.134524534354178,299,0.04633,1.81218,g,-1,15
855,36.0,76.55,59884.07819,20.67325040659491,299,0.04633,1.81218,g,-1,16
854,12.0,76.55,59884.08178,21.11158589646898,299,0.03372,1.58038,g,-1,1
854,12.0,76.55,59884.08178,21.460234776735117,299,0.03372,1.58038,g,-1,2
854,12.0,76.55,59884.08178,21.37512366623984,299,0.03372,1.58038,g,-1,3
854,12.0,76.55,59884.08178,21.814927015948967,299,0.03372,1.58038,g,-1,4
854,12.0,76.55,59884.08178,19.746410177292244,299,0.03372,1.58038,g,-1,5
854,12.0,76.55,59884.08178,21.58427367878435,299,0.03372,1.58038,g,-1,6
854,12.0,76.55,59884.08178,21.165798119000073,299,0.03372,1.58038,g,-1,7
854,12.0,76.55,59884.08178,21.749048453885177,299,0.03372,1.58038,g,-1,8
854,12.0,76.55,59884.08178,21.153133473423747,299,0.03372,1.58038,g,-1,9
854,12.0,76.55,59884.08178,22.031853869448245,299,0.03372,1.58038,g,-1,10
854,12.0,76.55,59884.08178,21.917953665702065,299,0.03372,1.58038,g,-1,11
854,12.0,76.55,59884.08178,21.33684830287069,299,0.03372,1.58038,g,-1,12
854,12.0,76.55,59884.08178,21.362591192495245,299,0.03372,1.58038,g,-1,13
854,12.0,76.55,59884.08178,20.410591869069616,299,0.03372,1.58038,g,-1,14
854,12.0,76.55,59884.08178,21.978997190554374,299,0.03372,1.58038,g,-1,15
854,12.0,76.55,59884.08178,20.396155482254066,299,0.03372,1.58038,g,-1,16
868,348.0,76.55,59884.08537,19.44993669503692,299,0.01232,1.43953,g,-1,1
868,348.0,76.55,59884.08537,18.742496308676703,299,0.01232,1.43953,g,-1,2
868,348.0,76.55,59884.08537,21.207952634329335,299,0.01232,1.43953,g,-1,3
868,348.0,76.55,59884.08537,19.578985788122683,299,0.01232,1.43953,g,-1,4
868,348.0,76.55,59884.08537,21.15976799663854,299,0.01232,1.43953,g,-1,5
868,348.0,76.55,59884.08537,20.39330944428048,299,0.01232,1.43953,g,-1,6
868,348.0,76.55,59884.08537,20.671687853441497,299,0.01232,1.43953,g,-1,7
868,348.0,76.55,59884.08537,21.10133199738907,299,0.01232,1.43953,g,-1,8
868,348.0,76.55,59884.08537,21.72142085761827,299,0.01232,1.43953,g,-1,9
868,348.0,76.55,59884.08537,20.543930867995435,299,0.01232,1.43953,g,-1,10
868,348.0,76.55,59884.08537,20.73791305939107,299,0.01232,1.43953,g,-1,11
868,348.0,76.55,59884.08537,20.347031973115833,299,0.01232,1.43953,g,-1,12
868,348.0,76.55,59884.08537,20.778696521555442,299,0.01232,1.43953,g,-1,13
868,348.0,76.55,59884.08537,19.854940514575187,299,0.01232,1.43953,g,-1,14
868,348.0,76.55,59884.08537,21.83910935081338,299,0.01232,1.43953,g,-1,15
868,348.0,76.55,59884.08537,20.762256077403336,299,0.01232,1.43953,g,-1,16
852,334.28571,69.35,59884.08896,20.628715084278305,299,0.00698,1.26256,g,-1,1
852,334.28571,69.35,59884.08896,22.057558685281425,299,0.00698,1.26256,g,-1,2
852,334.28571,69.35,59884.08896,19.42332365809593,299,0.00698,1.26256,g,-1,3
852,334.28571,69.35,59884.08896,21.357324667407433,299,0.00698,1.26256,g,-1,4
852,334.28571,69.35,59884.08896,21.06623619915086,299,0.00698,1.26256,g,-1,5
852,334.28571,69.35,59884.08896,19.080481850678197,299,0.00698,1.26256,g,-1,6
852,334.28571,69.35,59884.08896,20.95589111242222,299,0.00698,1.26256,g,-1,7
852,334.28571,69.35,59884.08896,20.863276744899423,299,0.00698,1.26256,g,-1,8
852,334.28571,69.35,59884.08896,20.262870299191803,299,0.00698,1.26256,g,-1,9
852,334.28571,69.35,59884.08896,21.77302141519495,299,0.00698,1.26256,g,-1,10
852,334.28571,69.35,59884.08896,20.049166493021648,299,0.00698,1.26256,g,-1,11
852,334.28571,69.35,59884.08896,21.499291968747116,299,0.00698,1.26256,g,-1,12
