fieldid,ra,dec,time,limmag,exptime,prob,airmass,filt,success,ccdid
855,36.0,76.55,59884.07819,20.173834811609893,299,0.04633,1.81218,g,-1,1
855,36.0,76.55,59884.07819,19.319060107309962,299,0.04633,1.81218,g,-1,2
855,36.0,76.55,59884.07819,20.590749209606415,299,0.04633,1.81218,g,-1,3
855,36.0,76.55,59884.07819,21.565501763015302,299,0.04633,1.81218,g,-1,4
855,36.0,76.55,59884.07819,20.438422655124093,299,0.04633,1.81218,g,-1,5
855,36.0,76.55,59884.07819,22.48543257883435,299,0.04633,1.81218,g,-1,6
855,36.0,76.55,59884.07819,21.858786138006693,299,0.04633,1.81218,g,-1,7
855,36.0,76.55,59884.07819,20.791679404391385,299,0.04633,1.81218,g,-1,8
855,36.0,76.55,59884.07819,21.101801948886784,299,0.04633,1.81218,g,-1,9
855,36.0,76.55,59884.07819,22.427155862487673,299,0.04633,1.81218,g,-1,10
855,36.0,76.55,59884.07819,21.843458624259025,299,0.04633,1.81218,g,-1,11
855,36.0,76.55,59884.07819,20.92209507176537,299,0.04633,1.81218,g,-1,12
855,36.0,76.55,59884.07819,19.755426337068513,299,0.04633,1.81218,g,-1,13
855,36.0,76.55,59884.07819,19.537788380298117,299,0.04633,1.81218,g,-1,14
855,36.0,76.55,59884.07819,22.61248360187716,299,0.04633,1.81218,g,-1,15
855,36.0,76.55,59884.07819,19.69120431774869,299,0.04633,1.81218,g,-1,16
854,12.0,76.55,59884.08178,21.279364684409167,299,0.03372,1.58038,g,-1,1
854,12.0,76.55,59884.08178,21.95281955254572,299,0.03372,1.58038,g,-1,2
854,12.0,76.55,59884.08178,19.131797810204464,299,0.03372,1.58038,g,-1,3
854,12.0,76.55,59884.08178,19.903317221948054,299,0.03372,1.58038,g,-1,4
854,12.0,76.55,59884.08178,20.39414142156043,299,0.03372,1.58038,g,-1,5
854,12.0,76.55,59884.08178,21.991743133681613,299,0.03372,1.58038,g,-1,6
854,12.0,76.55,59884.08178,21.77284792935166,299,0.03372,1.58038,g,-1,7
854,12.0,76.55,59884.08178,20.186997532791082,299,0.03372,1.58038,g,-1,8
854,12.0,76.55,59884.08178,20.798844288444407,299,0.03372,1.58038,g,-1,9
854,12.0,76.55,59884.08178,21.57697670221173,299,0.03372,1.58038,g,-1,10
854,12.0,76.55,59884.08178,20.1179967585258,299,0.03372,1.58038,g,-1,11
854,12.0,76.55,59884.08178,21.300662185203464,299,0.03372,1.58038,g,-1,12
854,12.0,76.55,59884.08178,19.948584030920316,299,0.03372,1.58038,g,-1,13
854,12.0,76.55,59884.08178,20.78657162245281,299,0.03372,1.58038,g,-1,14
854,12.0,76.55,59884.08178,21.609222929454816,299,0.03372,1.58038,g,-1,15
854,12.0,76.55,59884.08178,21.471857961385417,299,0.03372,1.58038,g,-1,16
868,348.0,76.55,59884.08537,21.237909359886928,299,0.01232,1.43953,g,-1,1
868,348.0,76.55,59884.08537,20.160900193932907,299,0.01232,1.43953,g,-1,2
868,348.0,76.55,59884.08537,21.19839381503949,299,0.01232,1.43953,g,-1,3
868,348.0,76.55,59884.08537,20.477871659779282,299,0.01232,1.43953,g,-1,4
868,348.0,76.55,59884.08537,19.04076829562511,299,0.01232,1.43953,g,-1,5
868,348.0,76.55,59884.08537,20.66464670518652,299,0.01232,1.43953,g,-1,6
868,348.0,76.55,59884.08537,19.97294070114798,299,0.01232,1.43953,g,-1,7
868,348.0,76.55,59884.08537,20.844374242031105,299,0.01232,1.43953,g,-1,8
868,348.0,76.55,59884.08537,21.30873916420579,299,0.01232,1.43953,g,-1,9
868,348.0,76.55,59884.08537,19.56133083559225,299,0.01232,1.43953,g,-1,10
868,348.0,76.55,59884.08537,20.784547856135624,299,0.01232,1.43953,g,-1,11
868,348.0,76.55,59884.08537,20.59060288301588,299,0.01232,1.43953,g,-1,12
868,348.0,76.55,59884.08537,19.97013719171026,299,0.01232,1.43953,g,-1,13
868,348.0,76.55,59884.08537,20.960705103257702,299,0.01232,1.43953,g,-1,14
868,348.0,76.55,59884.08537,21.74644528080961,299,0.01232,1.43953,g,-1,15
868,348.0,76.55,59884.08537,19.773720098095954,299,0.01232,1.43953,g,-1,16
852,334.28571,69.35,59884.08896,20.429468270972258,299,0.00698,1.26256,g,-1,1
852,334.28571,69.35,59884.08896,21.65125381163591,299,0.00698,1.26256,g,-1,2
852,334.28571,69.35,59884.08896,19.18604570576679,299,0.00698,1.26256,g,-1,3
