761 243.82331 47.75000 58598.34589 21.65000 299 0.00320 1.08323 g -1
794 235.60357 54.95000 58598.34948 21.65000 299 0.00285 1.09110 g -1
723 252.56770 40.55000 58598.35307 21.65000 299 0.00248 1.09854 g -1
793 224.50609 54.95000 58598.35666 21.65000 299 0.00181 1.07491 g -1
818 166.66667 62.15000 58598.36024 21.65000 299 0.00144 1.45409 g -1
841 145.71429 69.42000 58598.36383 21.65000 299 0.00171 1.78507 g -1
860 156.00000 76.55000 58598.36742 21.65000 299 0.00135 1.68121 g -1
822 220.00000 62.15000 58598.37101 21.65000 299 0.00123 1.14745 g -1
861 180.00000 76.55000 58598.37459 21.65000 299 0.00107 1.51931 g -1
787 158.52573 54.95000 58598.37818 21.65000 299 0.00116 1.70708 g -1
681 259.00293 33.35000 58598.38177 21.65000 299 0.00122 1.07303 g -1
642 315.80800 26.15000 58598.41406 21.65000 299 0.00164 2.03773 g -1
594 317.87636 18.95000 58598.43200 21.65000 299 0.00294 2.01319 g -1
643 323.33360 26.15000 58598.43559 21.65000 299 0.00236 2.02521 g -1
544 319.86812 11.75000 58598.44994 21.65000 299 0.00428 2.00482 g -1
492 316.16296 4.55000 58598.45353 21.65000 299 0.00265 2.00049 g -1
595 325.12618 18.95000 58598.45712 21.65000 299 0.00211 1.92490 g -1
440 312.50481 -2.65000 58598.46071 21.65000 299 0.00164 1.98012 g -1
493 323.17384 4.55000 58598.47147 21.65000 299 0.00474 2.02665 g -1
441 319.53365 -2.65000 58598.47865 21.65000 299 0.00663 2.00450 g -1
389 315.85652 -9.85000 58598.48582 21.65000 299 0.00692 2.04124 g -1
442 326.56250 -2.65000 58598.49659 21.65000 299 0.00337 2.02975 g -1
512 92.56888 11.75000 58599.14184 21.65000 299 0.00166 1.72859 g -1
516 121.29889 11.75000 58599.14542 21.65000 299 0.00128 1.19743 g -1
567 123.89878 18.95000 58599.14901 21.65000 299 0.00113 1.12929 g -1
464 123.83222 4.55000 58599.15260 21.65000 299 0.00112 1.28316 g -1
616 121.17371 26.15000 58599.15619 21.65000 299 0.00097 1.13682 g -1
794 235.60357 54.95000 58599.15688 21.65000 299 0.00285 1.94359 r -1
793 224.50609 54.95000 58599.16047 21.65000 299 0.00181 1.62602 r -1
818 166.66667 62.15000 58599.16406 21.65000 299 0.00144 1.14924 r -1
841 145.71429 69.42000 58599.16765 21.65000 299 0.00171 1.24444 r -1
860 156.00000 76.55000 58599.17123 21.65000 299 0.00135 1.36985 r -1
822 220.00000 62.15000 58599.17482 21.65000 299 0.00123 1.46978 r -1
861 180.00000 76.55000 58599.17841 21.65000 299 0.00107 1.38967 r -1
761 243.82331 47.75000 58599.18200 21.65000 299 0.00320 2.03890 r -1
787 158.52573 54.95000 58599.18559 21.65000 299 0.00116 1.07689 r -1
567 123.89878 18.95000 58599.18917 21.65000 299 0.00113 1.29061 r -1
516 121.29889 11.75000 58599.19276 21.65000 299 0.00128 1.44682 r -1
464 123.83222 4.55000 58599.19635 21.65000 299 0.00112 1.54877 r -1
616 121.17371 26.15000 58599.19994 21.65000 299 0.00097 1.33671 r -1
723 252.56770 40.55000 58599.21788 21.65000 299 0.00248 2.01016 r -1
681 259.00293 33.35000 58599.24299 21.65000 299 0.00122 2.05281 r -1
761 243.82331 47.75000 58599.24369 21.65000 299 0.00320 1.43914 g -1
794 235.60357 54.95000 58599.24728 21.65000 299 0.00285 1.31408 g -1
723 252.56770 40.55000 58599.25086 21.65000 299 0.00248 1.60711 g -1
793 224.50609 54.95000 58599.25445 21.65000 299 0.00181 1.19228 g -1
818 166.66667 62.15000 58599.25804 21.65000 299 0.00144 1.18203 g -1
841 145.71429 69.42000 58599.26163 21.65000 299 0.00171 1.38449 g -1
860 156.00000 76.55000 58599.26522 21.65000 299 0.00135 1.44405 g -1
822 220.00000 62.15000 58599.26880 21.65000 299 0.00123 1.19518 g -1
861 180.00000 76.55000 58599.27239 21.65000 299 0.00107 1.38183 g -1
787 158.52573 54.95000 58599.27598 21.65000 299 0.00116 1.20429 g -1
681 259.00293 33.35000 58599.27957 21.65000 299 0.00122 1.57248 g -1
